opp,datetime,stadium,attribute_3,attribute_4,competition,ranking,possession,expected_goals_(xg),total_shots,shots_on_target,big_chances,big_chances_missed,accurate_passes,accurate_passes_pc,fouls_committed,corners,shots_off_target,blocked_shots,hit_woodwork,shots_inside_box,shots_outside_box,xg_open_play,xg_set_play,non-penalty_xg,xg_on_target_(xgot),passes,own_half,opposition_half,accurate_long_balls,accurate_long_balls_pc,accurate_crosses,accurate_crosses_pc,throws,offsides,yellow_cards,red_cards,tackles_won,tackles_won_pc,interceptions,blocks,clearances,keeper_saves,duels_won,ground_duels_won,ground_duels_won_pc,aerial_duels_won,aerial_duels_won_pc,successful_dribbles,successful_dribbles_pc,game_id,url,team,opp_ranking,opp_possession,touches_in_opposition_box,conc_expected_goals_(xg),conc_total_shots,conc_shots_on_target,conc_big_chances,conc_big_chances_missed,conc_accurate_passes,conc_accurate_passes_pc,conc_fouls_committed,conc_corners,conc_shots_off_target,conc_blocked_shots,conc_hit_woodwork,conc_shots_inside_box,conc_shots_outside_box,conc_xg_open_play,conc_xg_set_play,conc_non-penalty_xg,conc_xg_on_target_(xgot),conc_passes,conc_own_half,conc_opposition_half,conc_accurate_long_balls,conc_accurate_long_balls_pc,conc_accurate_crosses,conc_accurate_crosses_pc,conc_throws,conc_touches_in_opposition_box,conc_offsides,conc_yellow_cards,conc_red_cards,conc_tackles_won,conc_tackles_won_pc,conc_interceptions,conc_blocks,conc_clearances,conc_keeper_saves,conc_duels_won,conc_ground_duels_won,conc_ground_duels_won_pc,conc_aerial_duels_won,conc_aerial_duels_won_pc,conc_successful_dribbles,conc_successful_dribbles_pc
Cyprus,2023-11-16T17:00:00.000Z,Alphamega Stadium,Mykola Balakin,"9,667",EURO Qualification Grp. A Round 9,8.0,77.0,2.05,14,5,4.0,1.0,707,92.0,11,8,5.0,4.0,1.0,10.0,4.0,1.8,0.24,2.05,2.91,771,255.0,452.0,22.0,71.0,11.0,44.0,13.0,1,1.0,0.0,10.0,67.0,6.0,0.0,2.0,2.0,43.0,33.0,59.0,10.0,63.0,9.0,60.0,1769,https://www.fotmob.com/en-GB/matches/cyprus-vs-spain/1am93l#4044569,Spain,126.0,23.0,31.0,0.52,4.0,3.0,1.0,0.0,167,70.0,10.0,0.0,0.0,1.0,0.0,1.0,3.0,0.52,0.0,0.52,1.51,237,108.0,59.0,23.0,45.0,0.0,0.0,19.0,2.0,2.0,4.0,0.0,9.0,90.0,6.0,3.0,21.0,2.0,29.0,23.0,41.0,6.0,38.0,4.0,36.0
Austria,2023-11-16T17:00:00.000Z,A. Le Coq Arena,Nikola Dabanović,"4,488",EURO Qualification Grp. F Round 9,123.0,31.0,0.9,6,0,1.0,1.0,234,70.0,7,1,5.0,1.0,0.0,3.0,3.0,0.9,0.0,0.9,0.0,335,147.0,87.0,22.0,42.0,0.0,0.0,18.0,5,0.0,0.0,2.0,20.0,12.0,4.0,20.0,2.0,32.0,23.0,41.0,9.0,53.0,8.0,47.0,1770,https://www.fotmob.com/en-GB/matches/austria-vs-estonia/297n9r#4044774,Estonia,25.0,69.0,13.0,1.87,16.0,4.0,3.0,1.0,640,87.0,5.0,3.0,7.0,5.0,0.0,12.0,4.0,1.34,0.54,1.87,1.43,737,342.0,298.0,24.0,62.0,7.0,44.0,15.0,37.0,1.0,0.0,0.0,10.0,53.0,3.0,1.0,6.0,0.0,41.0,33.0,59.0,8.0,47.0,8.0,62.0
Estonia,2023-11-16T17:00:00.000Z,A. Le Coq Arena,Nikola Dabanović,"4,488",EURO Qualification Grp. F Round 9,25.0,69.0,1.87,16,4,3.0,1.0,640,87.0,5,3,7.0,5.0,0.0,12.0,4.0,1.34,0.54,1.87,1.43,737,342.0,298.0,24.0,62.0,7.0,44.0,15.0,1,0.0,0.0,10.0,53.0,3.0,1.0,6.0,0.0,41.0,33.0,59.0,8.0,47.0,8.0,62.0,1770,https://www.fotmob.com/en-GB/matches/austria-vs-estonia/297n9r#4044774,Austria,123.0,31.0,37.0,0.9,6.0,0.0,1.0,1.0,234,70.0,7.0,1.0,5.0,1.0,0.0,3.0,3.0,0.9,0.0,0.9,0.0,335,147.0,87.0,22.0,42.0,0.0,0.0,18.0,13.0,5.0,0.0,0.0,2.0,20.0,12.0,4.0,20.0,2.0,32.0,23.0,41.0,9.0,53.0,8.0,47.0
Scotland,2023-11-16T17:00:00.000Z,Boris Paichadze Dinamo Arena,Aleksandar Stavrev,"44,595",EURO Qualification Grp. A Round 9,74.0,37.0,0.53,8,6,1.0,0.0,251,78.0,17,4,1.0,1.0,0.0,6.0,2.0,0.47,0.06,0.53,1.32,323,180.0,71.0,15.0,27.0,2.0,25.0,18.0,1,3.0,0.0,4.0,50.0,11.0,3.0,19.0,3.0,35.0,30.0,45.0,5.0,25.0,11.0,48.0,1771,https://www.fotmob.com/en-GB/matches/georgia-vs-scotland/2botmb#4044563,Georgia,39.0,63.0,13.0,0.79,16.0,5.0,2.0,2.0,495,90.0,15.0,4.0,8.0,3.0,0.0,11.0,5.0,0.49,0.3,0.79,1.38,553,197.0,298.0,16.0,48.0,10.0,42.0,27.0,20.0,0.0,3.0,0.0,12.0,71.0,4.0,1.0,8.0,4.0,52.0,37.0,55.0,15.0,75.0,3.0,38.0
Georgia,2023-11-16T17:00:00.000Z,Boris Paichadze Dinamo Arena,Aleksandar Stavrev,"44,595",EURO Qualification Grp. A Round 9,39.0,63.0,0.79,16,5,2.0,2.0,495,90.0,15,4,8.0,3.0,0.0,11.0,5.0,0.49,0.3,0.79,1.38,553,197.0,298.0,16.0,48.0,10.0,42.0,27.0,0,3.0,0.0,12.0,71.0,4.0,1.0,8.0,4.0,52.0,37.0,55.0,15.0,75.0,3.0,38.0,1771,https://www.fotmob.com/en-GB/matches/georgia-vs-scotland/2botmb#4044563,Scotland,74.0,37.0,20.0,0.53,8.0,6.0,1.0,0.0,251,78.0,17.0,4.0,1.0,1.0,0.0,6.0,2.0,0.47,0.06,0.53,1.32,323,180.0,71.0,15.0,27.0,2.0,25.0,18.0,13.0,1.0,3.0,0.0,4.0,50.0,11.0,3.0,19.0,3.0,35.0,30.0,45.0,5.0,25.0,11.0,48.0
Portugal,2023-11-16T19:45:00.000Z,Rheinpark Stadion,Mohammed Al Hakim,"5,749",EURO Qualification Grp. J Round 9,199.0,16.0,0.34,5,1,0.0,0.0,108,62.0,9,0,4.0,0.0,0.0,2.0,3.0,0.32,0.01,0.34,0.11,175,76.0,32.0,20.0,36.0,0.0,0.0,13.0,0,1.0,0.0,8.0,50.0,3.0,11.0,36.0,5.0,32.0,27.0,41.0,5.0,33.0,2.0,22.0,1772,https://www.fotmob.com/en-GB/matches/liechtenstein-vs-portugal/1np3gx#4044601,Liechtenstein,6.0,84.0,4.0,2.26,29.0,8.0,2.0,2.0,805,91.0,9.0,6.0,11.0,10.0,1.0,19.0,10.0,1.97,0.29,2.26,0.7,882,193.0,612.0,50.0,83.0,10.0,36.0,32.0,55.0,3.0,1.0,0.0,8.0,73.0,2.0,0.0,4.0,1.0,49.0,39.0,59.0,10.0,67.0,19.0,61.0
Liechtenstein,2023-11-16T19:45:00.000Z,Rheinpark Stadion,Mohammed Al Hakim,"5,749",EURO Qualification Grp. J Round 9,6.0,84.0,2.26,29,8,2.0,2.0,805,91.0,9,6,11.0,10.0,1.0,19.0,10.0,1.97,0.29,2.26,0.7,882,193.0,612.0,50.0,83.0,10.0,36.0,32.0,3,1.0,0.0,8.0,73.0,2.0,0.0,4.0,1.0,49.0,39.0,59.0,10.0,67.0,19.0,61.0,1772,https://www.fotmob.com/en-GB/matches/liechtenstein-vs-portugal/1np3gx#4044601,Portugal,199.0,16.0,55.0,0.34,5.0,1.0,0.0,0.0,108,62.0,9.0,0.0,4.0,0.0,0.0,2.0,3.0,0.32,0.01,0.34,0.11,175,76.0,32.0,20.0,36.0,0.0,0.0,13.0,4.0,0.0,1.0,0.0,8.0,50.0,3.0,11.0,36.0,5.0,32.0,27.0,41.0,5.0,33.0,2.0,22.0
Bosnia and Herzegovina,2023-11-16T19:45:00.000Z,Stade de Luxembourg,Andris Treimanis,"8,520",EURO Qualification Grp. J Round 9,85.0,54.0,1.44,8,5,2.0,1.0,395,85.0,13,4,2.0,1.0,0.0,4.0,4.0,0.61,0.03,0.65,2.08,466,274.0,121.0,38.0,57.0,6.0,35.0,23.0,1,2.0,0.0,8.0,73.0,9.0,2.0,5.0,1.0,47.0,39.0,49.0,8.0,35.0,7.0,39.0,1773,https://www.fotmob.com/en-GB/matches/luxembourg-vs-bosnia-herzegovina/238wsf#4044602,Luxembourg,75.0,46.0,18.0,0.81,8.0,3.0,1.0,1.0,336,84.0,23.0,2.0,4.0,1.0,0.0,5.0,3.0,0.75,0.06,0.81,0.54,402,204.0,132.0,28.0,58.0,5.0,38.0,23.0,8.0,0.0,6.0,0.0,15.0,71.0,11.0,1.0,18.0,2.0,56.0,41.0,51.0,15.0,65.0,9.0,60.0
Luxembourg,2023-11-16T19:45:00.000Z,Stade de Luxembourg,Andris Treimanis,"8,520",EURO Qualification Grp. J Round 9,75.0,46.0,0.81,8,3,1.0,1.0,336,84.0,23,2,4.0,1.0,0.0,5.0,3.0,0.75,0.06,0.81,0.54,402,204.0,132.0,28.0,58.0,5.0,38.0,23.0,0,6.0,0.0,15.0,71.0,11.0,1.0,18.0,2.0,56.0,41.0,51.0,15.0,65.0,9.0,60.0,1773,https://www.fotmob.com/en-GB/matches/luxembourg-vs-bosnia-herzegovina/238wsf#4044602,Bosnia and Herzegovina,85.0,54.0,8.0,1.44,8.0,5.0,2.0,1.0,395,85.0,13.0,4.0,2.0,1.0,0.0,4.0,4.0,0.61,0.03,0.65,2.08,466,274.0,121.0,38.0,57.0,6.0,35.0,23.0,18.0,1.0,2.0,0.0,8.0,73.0,9.0,2.0,5.0,1.0,47.0,39.0,49.0,8.0,35.0,7.0,39.0
Lithuania,2023-11-16T19:45:00.000Z,Stadion Pod Goricom,Artur Manuel Ribeiro Soares Dias,"3,647",EURO Qualification Grp. G Round 9,72.0,49.0,1.27,19,9,2.0,2.0,298,77.0,18,5,7.0,3.0,0.0,11.0,8.0,1.07,0.19,1.27,2.83,389,157.0,141.0,27.0,40.0,8.0,38.0,15.0,2,5.0,0.0,9.0,64.0,17.0,0.0,9.0,1.0,60.0,42.0,57.0,18.0,67.0,10.0,71.0,1774,https://www.fotmob.com/en-GB/matches/lithuania-vs-montenegro/riss9k#4044755,Montenegro,136.0,51.0,27.0,0.32,6.0,1.0,0.0,0.0,314,76.0,20.0,2.0,5.0,0.0,0.0,4.0,2.0,0.22,0.1,0.32,0.14,414,189.0,125.0,25.0,49.0,5.0,38.0,24.0,10.0,2.0,3.0,0.0,5.0,45.0,9.0,4.0,11.0,6.0,41.0,32.0,43.0,9.0,33.0,5.0,50.0
Montenegro,2023-11-16T19:45:00.000Z,Stadion Pod Goricom,Artur Manuel Ribeiro Soares Dias,"3,647",EURO Qualification Grp. G Round 9,136.0,51.0,0.32,6,1,0.0,0.0,314,76.0,20,2,5.0,0.0,0.0,4.0,2.0,0.22,0.1,0.32,0.14,414,189.0,125.0,25.0,49.0,5.0,38.0,24.0,2,3.0,0.0,5.0,45.0,9.0,4.0,11.0,6.0,41.0,32.0,43.0,9.0,33.0,5.0,50.0,1774,https://www.fotmob.com/en-GB/matches/lithuania-vs-montenegro/riss9k#4044755,Lithuania,72.0,49.0,10.0,1.27,19.0,9.0,2.0,2.0,298,77.0,18.0,5.0,7.0,3.0,0.0,11.0,8.0,1.07,0.19,1.27,2.83,389,157.0,141.0,27.0,40.0,8.0,38.0,15.0,27.0,2.0,5.0,0.0,9.0,64.0,17.0,0.0,9.0,1.0,60.0,42.0,57.0,18.0,67.0,10.0,71.0
Iceland,2023-11-16T19:45:00.000Z,Štadión Tehelné pole,Craig Pawson,"21,548",EURO Qualification Grp. J Round 9,45.0,57.0,1.79,17,8,3.0,1.0,383,79.0,7,12,4.0,5.0,0.0,8.0,9.0,0.52,0.47,1.0,3.63,483,199.0,184.0,41.0,53.0,5.0,25.0,15.0,2,1.0,0.0,7.0,88.0,8.0,1.0,10.0,0.0,53.0,29.0,55.0,24.0,60.0,7.0,47.0,1775,https://www.fotmob.com/en-GB/matches/slovakia-vs-iceland/2edjd1#4044603,Slovakia,70.0,43.0,28.0,0.65,5.0,2.0,1.0,0.0,256,69.0,14.0,2.0,2.0,1.0,0.0,3.0,2.0,0.15,0.5,0.65,1.15,371,194.0,62.0,28.0,34.0,2.0,33.0,30.0,7.0,1.0,0.0,0.0,8.0,67.0,8.0,5.0,18.0,4.0,40.0,24.0,45.0,16.0,40.0,6.0,60.0
Slovakia,2023-11-16T19:45:00.000Z,Štadión Tehelné pole,Craig Pawson,"21,548",EURO Qualification Grp. J Round 9,70.0,43.0,0.65,5,2,1.0,0.0,256,69.0,14,2,2.0,1.0,0.0,3.0,2.0,0.15,0.5,0.65,1.15,371,194.0,62.0,28.0,34.0,2.0,33.0,30.0,1,0.0,0.0,8.0,67.0,8.0,5.0,18.0,4.0,40.0,24.0,45.0,16.0,40.0,6.0,60.0,1775,https://www.fotmob.com/en-GB/matches/slovakia-vs-iceland/2edjd1#4044603,Iceland,45.0,57.0,7.0,1.79,17.0,8.0,3.0,1.0,383,79.0,7.0,12.0,4.0,5.0,0.0,8.0,9.0,0.52,0.47,1.0,3.63,483,199.0,184.0,41.0,53.0,5.0,25.0,15.0,28.0,2.0,1.0,0.0,7.0,88.0,8.0,1.0,10.0,0.0,53.0,29.0,55.0,24.0,60.0,7.0,47.0
Switzerland,2023-11-15T19:45:00.000Z,Puskás Akadémia Pancho Aréna,Anthony Taylor,"2,024",EURO Qualification Grp. I Round 7,79.0,50.0,0.49,10,2,1.0,1.0,397,86.0,9,9,5.0,3.0,1.0,7.0,3.0,0.24,0.25,0.49,0.51,463,214.0,183.0,28.0,55.0,6.0,33.0,19.0,0,3.0,0.0,10.0,45.0,8.0,3.0,22.0,7.0,51.0,38.0,56.0,13.0,62.0,4.0,36.0,1776,https://www.fotmob.com/en-GB/matches/switzerland-vs-israel/1xjs7t#4044654,Israel,19.0,50.0,22.0,1.78,16.0,8.0,3.0,2.0,411,87.0,13.0,6.0,5.0,3.0,2.0,12.0,4.0,1.49,0.29,1.78,1.28,471,211.0,200.0,20.0,50.0,5.0,31.0,20.0,27.0,0.0,4.0,1.0,10.0,67.0,9.0,3.0,24.0,1.0,38.0,30.0,44.0,8.0,38.0,6.0,33.0
Israel,2023-11-15T19:45:00.000Z,Puskás Akadémia Pancho Aréna,Anthony Taylor,"2,024",EURO Qualification Grp. I Round 7,19.0,50.0,1.78,16,8,3.0,2.0,411,87.0,13,6,5.0,3.0,2.0,12.0,4.0,1.49,0.29,1.78,1.28,471,211.0,200.0,20.0,50.0,5.0,31.0,20.0,0,4.0,1.0,10.0,67.0,9.0,3.0,24.0,1.0,38.0,30.0,44.0,8.0,38.0,6.0,33.0,1776,https://www.fotmob.com/en-GB/matches/switzerland-vs-israel/1xjs7t#4044654,Switzerland,79.0,50.0,27.0,0.49,10.0,2.0,1.0,1.0,397,86.0,9.0,9.0,5.0,3.0,1.0,7.0,3.0,0.24,0.25,0.49,0.51,463,214.0,183.0,28.0,55.0,6.0,33.0,19.0,22.0,0.0,3.0,0.0,10.0,45.0,8.0,3.0,22.0,7.0,51.0,38.0,56.0,13.0,62.0,4.0,36.0
Sweden,2023-11-16T17:00:00.000Z,Tofiq Bəhramov adına Respublika stadionu,Esther Staubli,"5,570",EURO Qualification Grp. F Round 9,111.0,36.0,0.93,8,3,3.0,1.0,189,68.0,9,3,4.0,1.0,0.0,4.0,4.0,0.59,0.34,0.93,1.89,277,81.0,108.0,20.0,32.0,3.0,43.0,19.0,3,3.0,1.0,6.0,40.0,11.0,6.0,39.0,5.0,50.0,30.0,48.0,20.0,56.0,8.0,62.0,1777,https://www.fotmob.com/en-GB/matches/sweden-vs-azerbaijan/2ewx1z#4044775,Azerbaijan,28.0,64.0,11.0,1.81,18.0,6.0,2.0,2.0,386,80.0,8.0,9.0,7.0,5.0,1.0,12.0,6.0,1.02,0.79,1.81,0.95,482,149.0,237.0,34.0,62.0,7.0,27.0,28.0,45.0,2.0,2.0,0.0,8.0,67.0,4.0,1.0,7.0,0.0,49.0,33.0,52.0,16.0,44.0,12.0,63.0
Azerbaijan,2023-11-16T17:00:00.000Z,Tofiq Bəhramov adına Respublika stadionu,Esther Staubli,"5,570",EURO Qualification Grp. F Round 9,28.0,64.0,1.81,18,6,2.0,2.0,386,80.0,8,9,7.0,5.0,1.0,12.0,6.0,1.02,0.79,1.81,0.95,482,149.0,237.0,34.0,62.0,7.0,27.0,28.0,2,2.0,0.0,8.0,67.0,4.0,1.0,7.0,0.0,49.0,33.0,52.0,16.0,44.0,12.0,63.0,1777,https://www.fotmob.com/en-GB/matches/sweden-vs-azerbaijan/2ewx1z#4044775,Sweden,111.0,36.0,45.0,0.93,8.0,3.0,3.0,1.0,189,68.0,9.0,3.0,4.0,1.0,0.0,4.0,4.0,0.59,0.34,0.93,1.89,277,81.0,108.0,20.0,32.0,3.0,43.0,19.0,11.0,3.0,3.0,1.0,6.0,40.0,11.0,6.0,39.0,5.0,50.0,30.0,48.0,20.0,56.0,8.0,62.0
Montenegro,2023-11-19T14:00:00.000Z,Puskás Aréna,Danny Desmond Makkelie,"59,600",EURO Qualification Grp. G Round 10,27.0,62.0,1.81,14,5,3.0,2.0,462,85.0,13,7,5.0,4.0,0.0,8.0,6.0,0.98,0.83,1.81,1.98,545,213.0,249.0,35.0,54.0,9.0,27.0,21.0,2,4.0,0.0,14.0,82.0,10.0,0.0,24.0,5.0,59.0,45.0,58.0,14.0,44.0,7.0,54.0,1778,https://www.fotmob.com/en-GB/matches/hungary-vs-montenegro/rtie00#4044756,Hungary,72.0,38.0,31.0,1.76,7.0,6.0,4.0,3.0,258,76.0,21.0,3.0,1.0,0.0,0.0,6.0,1.0,0.52,1.24,1.76,2.31,339,169.0,89.0,30.0,55.0,3.0,17.0,20.0,13.0,2.0,7.0,0.0,10.0,59.0,6.0,4.0,28.0,2.0,50.0,32.0,42.0,18.0,56.0,2.0,17.0
Hungary,2023-11-19T14:00:00.000Z,Puskás Aréna,Danny Desmond Makkelie,"59,600",EURO Qualification Grp. G Round 10,72.0,38.0,1.76,7,6,4.0,3.0,258,76.0,21,3,1.0,0.0,0.0,6.0,1.0,0.52,1.24,1.76,2.31,339,169.0,89.0,30.0,55.0,3.0,17.0,20.0,2,7.0,0.0,10.0,59.0,6.0,4.0,28.0,2.0,50.0,32.0,42.0,18.0,56.0,2.0,17.0,1778,https://www.fotmob.com/en-GB/matches/hungary-vs-montenegro/rtie00#4044756,Montenegro,27.0,62.0,13.0,1.81,14.0,5.0,3.0,2.0,462,85.0,13.0,7.0,5.0,4.0,0.0,8.0,6.0,0.98,0.83,1.81,1.98,545,213.0,249.0,35.0,54.0,9.0,27.0,21.0,31.0,2.0,4.0,0.0,14.0,82.0,10.0,0.0,24.0,5.0,59.0,45.0,58.0,14.0,44.0,7.0,54.0
Bulgaria,2023-11-19T14:00:00.000Z,Gradski stadion Dubočica,Erik Lambrechts,"7,325",EURO Qualification Grp. G Round 10,32.0,58.0,1.57,18,8,3.0,1.0,421,85.0,12,11,6.0,4.0,1.0,15.0,3.0,0.3,1.27,1.57,2.37,496,204.0,217.0,29.0,57.0,10.0,24.0,23.0,4,1.0,0.0,12.0,71.0,7.0,2.0,13.0,0.0,44.0,31.0,47.0,13.0,37.0,5.0,38.0,1779,https://www.fotmob.com/en-GB/matches/serbia-vs-bulgaria/2sawl7#4044757,Serbia,82.0,42.0,30.0,0.33,4.0,2.0,1.0,0.0,303,77.0,10.0,3.0,0.0,2.0,1.0,3.0,1.0,0.28,0.05,0.33,0.89,393,203.0,100.0,33.0,54.0,1.0,17.0,19.0,7.0,2.0,1.0,0.0,11.0,55.0,11.0,4.0,30.0,6.0,57.0,35.0,53.0,22.0,63.0,4.0,44.0
Serbia,2023-11-19T14:00:00.000Z,Gradski stadion Dubočica,Erik Lambrechts,"7,325",EURO Qualification Grp. G Round 10,82.0,42.0,0.33,4,2,1.0,0.0,303,77.0,10,3,0.0,2.0,1.0,3.0,1.0,0.28,0.05,0.33,0.89,393,203.0,100.0,33.0,54.0,1.0,17.0,19.0,2,1.0,0.0,11.0,55.0,11.0,4.0,30.0,6.0,57.0,35.0,53.0,22.0,63.0,4.0,44.0,1779,https://www.fotmob.com/en-GB/matches/serbia-vs-bulgaria/2sawl7#4044757,Bulgaria,32.0,58.0,7.0,1.57,18.0,8.0,3.0,1.0,421,85.0,12.0,11.0,6.0,4.0,1.0,15.0,3.0,0.3,1.27,1.57,2.37,496,204.0,217.0,29.0,57.0,10.0,24.0,23.0,30.0,4.0,1.0,0.0,12.0,71.0,7.0,2.0,13.0,0.0,44.0,31.0,47.0,13.0,37.0,5.0,38.0
Azerbaijan,2023-11-19T17:00:00.000Z,Stade Roi Baudouin,Gergő Bogár,"30,276",EURO Qualification Grp. F Round 10,3.0,75.0,2.46,22,7,6.0,2.0,590,91.0,13,9,8.0,7.0,1.0,16.0,6.0,2.39,0.07,2.46,3.83,648,173.0,417.0,23.0,77.0,3.0,15.0,15.0,2,2.0,0.0,5.0,56.0,3.0,1.0,3.0,0.0,46.0,40.0,66.0,6.0,55.0,24.0,89.0,1780,https://www.fotmob.com/en-GB/matches/belgium-vs-azerbaijan/2cbi8p#4044776,Belgium,111.0,25.0,62.0,0.09,1.0,0.0,0.0,0.0,156,72.0,7.0,0.0,0.0,1.0,0.0,0.0,1.0,0.09,0.0,0.09,0.0,216,114.0,42.0,17.0,38.0,0.0,0.0,10.0,1.0,0.0,1.0,1.0,5.0,63.0,8.0,6.0,27.0,2.0,26.0,21.0,34.0,5.0,45.0,0.0,0.0
Belgium,2023-11-19T17:00:00.000Z,Stade Roi Baudouin,Gergő Bogár,"30,276",EURO Qualification Grp. F Round 10,111.0,25.0,0.09,1,0,0.0,0.0,156,72.0,7,0,0.0,1.0,0.0,0.0,1.0,0.09,0.0,0.09,0.0,216,114.0,42.0,17.0,38.0,0.0,0.0,10.0,0,1.0,1.0,5.0,63.0,8.0,6.0,27.0,2.0,26.0,21.0,34.0,5.0,45.0,0.0,0.0,1780,https://www.fotmob.com/en-GB/matches/belgium-vs-azerbaijan/2cbi8p#4044776,Azerbaijan,3.0,75.0,1.0,2.46,22.0,7.0,6.0,2.0,590,91.0,13.0,9.0,8.0,7.0,1.0,16.0,6.0,2.39,0.07,2.46,3.83,648,173.0,417.0,23.0,77.0,3.0,15.0,15.0,62.0,2.0,2.0,0.0,5.0,56.0,3.0,1.0,3.0,0.0,46.0,40.0,66.0,6.0,55.0,24.0,89.0
Estonia,2023-11-19T17:00:00.000Z,Friends Arena,Fabio Maresca,"11,201",EURO Qualification Grp. F Round 10,28.0,62.0,2.64,15,4,5.0,3.0,485,87.0,13,7,7.0,4.0,2.0,11.0,4.0,2.57,0.07,2.64,1.75,558,178.0,307.0,22.0,56.0,5.0,17.0,29.0,1,1.0,0.0,6.0,60.0,5.0,0.0,10.0,0.0,37.0,26.0,46.0,11.0,46.0,8.0,50.0,1781,https://www.fotmob.com/en-GB/matches/estonia-vs-sweden/2bu7s3#4044777,Sweden,123.0,38.0,30.0,0.05,2.0,0.0,0.0,0.0,277,79.0,8.0,1.0,2.0,0.0,0.0,1.0,1.0,0.03,0.01,0.05,0.0,352,187.0,90.0,30.0,50.0,3.0,38.0,13.0,14.0,0.0,2.0,0.0,7.0,54.0,9.0,4.0,35.0,3.0,43.0,30.0,54.0,13.0,54.0,7.0,50.0
Sweden,2023-11-19T17:00:00.000Z,Friends Arena,Fabio Maresca,"11,201",EURO Qualification Grp. F Round 10,123.0,38.0,0.05,2,0,0.0,0.0,277,79.0,8,1,2.0,0.0,0.0,1.0,1.0,0.03,0.01,0.05,0.0,352,187.0,90.0,30.0,50.0,3.0,38.0,13.0,0,2.0,0.0,7.0,54.0,9.0,4.0,35.0,3.0,43.0,30.0,54.0,13.0,54.0,7.0,50.0,1781,https://www.fotmob.com/en-GB/matches/estonia-vs-sweden/2bu7s3#4044777,Estonia,28.0,62.0,14.0,2.64,15.0,4.0,5.0,3.0,485,87.0,13.0,7.0,7.0,4.0,2.0,11.0,4.0,2.57,0.07,2.64,1.75,558,178.0,307.0,22.0,56.0,5.0,17.0,29.0,30.0,1.0,1.0,0.0,6.0,60.0,5.0,0.0,10.0,0.0,37.0,26.0,46.0,11.0,46.0,8.0,50.0
Slovakia,2023-11-19T19:45:00.000Z,Stadion Bilino Polje,Julian Weinberger,"3,800",EURO Qualification Grp. J Round 10,75.0,44.0,0.25,5,2,0.0,0.0,323,80.0,16,1,2.0,1.0,0.0,3.0,2.0,0.16,0.09,0.25,0.29,404,239.0,84.0,40.0,51.0,2.0,22.0,25.0,2,2.0,1.0,12.0,67.0,9.0,2.0,12.0,1.0,44.0,38.0,52.0,6.0,32.0,6.0,67.0,1782,https://www.fotmob.com/en-GB/matches/slovakia-vs-bosnia-herzegovina/2v150j#4044605,Bosnia and Herzegovina,45.0,56.0,7.0,1.29,10.0,3.0,2.0,0.0,436,84.0,15.0,7.0,5.0,2.0,0.0,9.0,1.0,0.46,0.83,1.29,1.16,518,248.0,188.0,31.0,55.0,7.0,39.0,26.0,26.0,2.0,1.0,0.0,6.0,55.0,3.0,1.0,8.0,2.0,48.0,35.0,48.0,13.0,68.0,9.0,50.0
Bosnia and Herzegovina,2023-11-19T19:45:00.000Z,Stadion Bilino Polje,Julian Weinberger,"3,800",EURO Qualification Grp. J Round 10,45.0,56.0,1.29,10,3,2.0,0.0,436,84.0,15,7,5.0,2.0,0.0,9.0,1.0,0.46,0.83,1.29,1.16,518,248.0,188.0,31.0,55.0,7.0,39.0,26.0,2,1.0,0.0,6.0,55.0,3.0,1.0,8.0,2.0,48.0,35.0,48.0,13.0,68.0,9.0,50.0,1782,https://www.fotmob.com/en-GB/matches/slovakia-vs-bosnia-herzegovina/2v150j#4044605,Slovakia,75.0,44.0,26.0,0.25,5.0,2.0,0.0,0.0,323,80.0,16.0,1.0,2.0,1.0,0.0,3.0,2.0,0.16,0.09,0.25,0.29,404,239.0,84.0,40.0,51.0,2.0,22.0,25.0,7.0,2.0,2.0,1.0,12.0,67.0,9.0,2.0,12.0,1.0,44.0,38.0,52.0,6.0,32.0,6.0,67.0
Luxembourg,2023-11-19T19:45:00.000Z,Rheinpark Stadion,Stéphanie Frappart,"2,241",EURO Qualification Grp. J Round 10,199.0,43.0,0.31,6,1,0.0,0.0,243,77.0,21,4,2.0,3.0,0.0,4.0,2.0,0.29,0.02,0.31,0.05,317,176.0,67.0,21.0,38.0,2.0,11.0,27.0,1,3.0,0.0,10.0,56.0,6.0,2.0,17.0,3.0,46.0,38.0,49.0,8.0,38.0,5.0,38.0,1783,https://www.fotmob.com/en-GB/matches/luxembourg-vs-liechtenstein/140203#4044604,Liechtenstein,85.0,57.0,7.0,0.65,9.0,4.0,2.0,1.0,360,83.0,16.0,6.0,3.0,2.0,0.0,7.0,2.0,0.51,0.13,0.65,1.55,436,237.0,123.0,35.0,51.0,4.0,31.0,25.0,15.0,3.0,0.0,1.0,8.0,62.0,9.0,3.0,27.0,1.0,53.0,40.0,51.0,13.0,62.0,7.0,37.0
