opp,datetime,stadium,attribute_3,attribute_4,competition,ranking,possession,expected_goals_(xg),total_shots,shots_on_target,big_chances,big_chances_missed,accurate_passes,accurate_passes_pc,fouls_committed,corners,shots_off_target,blocked_shots,hit_woodwork,shots_inside_box,shots_outside_box,xg_open_play,xg_set_play,non-penalty_xg,xg_on_target_(xgot),passes,own_half,opposition_half,accurate_long_balls,accurate_long_balls_pc,accurate_crosses,accurate_crosses_pc,throws,offsides,yellow_cards,red_cards,tackles_won,tackles_won_pc,interceptions,blocks,clearances,keeper_saves,duels_won,ground_duels_won,ground_duels_won_pc,aerial_duels_won,aerial_duels_won_pc,successful_dribbles,successful_dribbles_pc,game_id,url,team,opp_ranking,opp_possession,touches_in_opposition_box,conc_expected_goals_(xg),conc_total_shots,conc_shots_on_target,conc_big_chances,conc_big_chances_missed,conc_accurate_passes,conc_accurate_passes_pc,conc_fouls_committed,conc_corners,conc_shots_off_target,conc_blocked_shots,conc_hit_woodwork,conc_shots_inside_box,conc_shots_outside_box,conc_xg_open_play,conc_xg_set_play,conc_non-penalty_xg,conc_xg_on_target_(xgot),conc_passes,conc_own_half,conc_opposition_half,conc_accurate_long_balls,conc_accurate_long_balls_pc,conc_accurate_crosses,conc_accurate_crosses_pc,conc_throws,conc_touches_in_opposition_box,conc_offsides,conc_yellow_cards,conc_red_cards,conc_tackles_won,conc_tackles_won_pc,conc_interceptions,conc_blocks,conc_clearances,conc_keeper_saves,conc_duels_won,conc_ground_duels_won,conc_ground_duels_won_pc,conc_aerial_duels_won,conc_aerial_duels_won_pc,conc_successful_dribbles,conc_successful_dribbles_pc
Portugal,2024-07-01T19:00:00.000Z,Frankfurt Arena,Daniele Orsato,"46,576",EURO Round of 16,57,28,0.60,10,2,1,1,187,61,17,4,6,2,0,3,7,0.43,0.18,0.60,0.53,305,96,91,24,32,2,22,25,6,5,0,22,61,9,6,37,6,72,48,44,24,52,7,41,1891,https://www.fotmob.com/en-GB/matches/slovenia-vs-portugal/1nlger#4043974,Slovenia,6,72,10,1.97,20,6,1,1,679,88,8,11,8,6,2,11,9,0.67,0.51,1.18,1.44,770,308,371,29,53,11,28,24,38,4,1,0,16,70,12,2,25,2,83,61,56,22,48,22,55
Czechia,2024-06-22T13:00:00.000Z,Volksparkstadion,Daniel Siebert,"46,524",EURO Grp. F Round 2,74,38,1.11,5,1,2,1,246,79,12,5,3,1,0,3,2,0.33,0.28,0.33,0.99,310,131,115,19,40,0,0,13,0,4,0,13,68,5,7,45,11,54,43,55,11,34,9,41,1892,https://www.fotmob.com/en-GB/matches/georgia-vs-czechia/2bo3qu#4043869,Georgia,34,62,13,3.07,27,12,4,3,430,87,17,11,8,7,1,15,12,1.19,1.87,3.07,4.00,493,150,280,15,45,9,20,18,27,1,5,0,16,73,3,1,19,0,56,35,45,21,66,3,21
Georgia,2024-06-22T13:00:00.000Z,Volksparkstadion,Daniel Siebert,"46,524",EURO Grp. F Round 2,34,62,3.07,27,12,4,3,430,87,17,11,8,7,1,15,12,1.19,1.87,3.07,4.00,493,150,280,15,45,9,20,18,1,5,0,16,73,3,1,19,0,56,35,45,21,66,3,21,1892,https://www.fotmob.com/en-GB/matches/georgia-vs-czechia/2bo3qu#4043869,Czechia,74,38,27,1.11,5,1,2,1,246,79,12,5,3,1,0,3,2,0.33,0.28,0.33,0.99,310,131,115,19,40,0,0,13,13,0,4,0,13,68,5,7,45,11,54,43,55,11,34,9,41
Portugal,2024-06-22T16:00:00.000Z,BVB Stadion Dortmund,Felix Zwayer,"61,047",EURO Grp. F Round 2,42,44,0.72,11,3,1,1,373,86,16,9,4,4,0,4,7,0.63,0.09,0.72,0.72,433,210,163,18,47,2,13,11,0,3,0,10,48,8,2,13,1,44,38,49,6,38,10,63,1893,https://www.fotmob.com/en-GB/matches/turkiye-vs-portugal/1ulh9j#4043870,Turkiye,6,56,13,1.86,12,3,3,1,505,89,8,1,7,2,0,9,3,1.86,0.00,1.86,1.63,566,293,212,18,53,6,43,17,33,4,2,0,6,40,9,4,18,3,49,39,51,10,63,8,36
Turkiye,2024-06-22T16:00:00.000Z,BVB Stadion Dortmund,Felix Zwayer,"61,047",EURO Grp. F Round 2,6,56,1.86,12,3,3,1,505,89,8,1,7,2,0,9,3,1.86,0.00,1.86,1.63,566,293,212,18,53,6,43,17,4,2,0,6,40,9,4,18,3,49,39,51,10,63,8,36,1893,https://www.fotmob.com/en-GB/matches/turkiye-vs-portugal/1ulh9j#4043870,Portugal,42,44,33,0.72,11,3,1,1,373,86,16,9,4,4,0,4,7,0.63,0.09,0.72,0.72,433,210,163,18,47,2,13,11,13,0,3,0,10,48,8,2,13,1,44,38,49,6,38,10,63
Romania,2024-06-22T19:00:00.000Z,Cologne Stadium,Szymon Marciniak,"42,535",EURO Grp. E Round 2,3,55,1.76,20,9,3,2,365,85,9,7,5,6,0,14,6,1.52,0.23,1.76,3.21,431,173,192,32,64,1,8,25,5,1,0,12,67,7,3,22,4,53,39,56,14,64,10,48,1894,https://www.fotmob.com/en-GB/matches/belgium-vs-romania/2odx8v#4043864,Belgium,47,45,42,0.94,14,5,2,2,286,81,11,7,7,2,0,7,7,0.63,0.31,0.94,0.83,352,135,151,21,47,4,33,23,19,1,2,0,9,43,4,6,24,7,39,31,44,8,36,1,17
Belgium,2024-06-22T19:00:00.000Z,Cologne Stadium,Szymon Marciniak,"42,535",EURO Grp. E Round 2,47,45,0.94,14,5,2,2,286,81,11,7,7,2,0,7,7,0.63,0.31,0.94,0.83,352,135,151,21,47,4,33,23,1,2,0,9,43,4,6,24,7,39,31,44,8,36,1,17,1894,https://www.fotmob.com/en-GB/matches/belgium-vs-romania/2odx8v#4043864,Romania,3,55,19,1.76,20,9,3,2,365,85,9,7,5,6,0,14,6,1.52,0.23,1.76,3.21,431,173,192,32,64,1,8,25,42,5,1,0,12,67,7,3,22,4,53,39,56,14,64,10,48
Hungary,2024-06-23T19:00:00.000Z,Stuttgart Arena,Facundo Raúl Tello Figueroa,"54,000",EURO Grp. A Round 3,39,58,0.17,4,0,0,0,411,82,16,2,1,3,0,2,2,0.07,0.10,0.17,0.19,501,242,169,25,45,6,32,18,3,1,0,5,42,6,2,26,4,67,30,45,37,64,7,54,1895,https://www.fotmob.com/en-GB/matches/scotland-vs-hungary/2eoi0x#4043842,Scotland,27,42,16,1.22,14,5,3,2,259,73,13,6,7,2,2,8,6,0.95,0.28,1.22,1.31,357,146,113,23,33,2,11,23,21,5,5,0,9,45,6,3,15,0,57,36,55,21,36,3,25
Scotland,2024-06-23T19:00:00.000Z,Stuttgart Arena,Facundo Raúl Tello Figueroa,"54,000",EURO Grp. A Round 3,27,42,1.22,14,5,3,2,259,73,13,6,7,2,2,8,6,0.95,0.28,1.22,1.31,357,146,113,23,33,2,11,23,5,5,0,9,45,6,3,15,0,57,36,55,21,36,3,25,1895,https://www.fotmob.com/en-GB/matches/scotland-vs-hungary/2eoi0x#4043842,Hungary,39,58,21,0.17,4,0,0,0,411,82,16,2,1,3,0,2,2,0.07,0.10,0.17,0.19,501,242,169,25,45,6,32,18,16,3,1,0,5,42,6,2,26,4,67,30,45,37,64,7,54
Germany,2024-06-23T19:00:00.000Z,Frankfurt Arena,Daniele Orsato,"46,685",EURO Grp. A Round 3,19,34,0.60,4,3,1,0,262,79,14,2,1,0,0,1,3,0.60,0.00,0.60,1.58,331,145,117,18,50,0,0,18,2,3,0,9,53,8,5,16,2,38,30,43,8,50,3,27,1896,https://www.fotmob.com/en-GB/matches/switzerland-vs-germany/1xkrlq#4043841,Switzerland,16,66,10,1.56,18,3,3,2,571,90,12,9,10,5,1,12,6,0.97,0.59,1.56,1.00,636,264,307,20,50,8,30,12,39,2,1,0,9,53,7,0,11,2,48,40,57,8,50,10,67
Switzerland,2024-06-23T19:00:00.000Z,Frankfurt Arena,Daniele Orsato,"46,685",EURO Grp. A Round 3,16,66,1.56,18,3,3,2,571,90,12,9,10,5,1,12,6,0.97,0.59,1.56,1.00,636,264,307,20,50,8,30,12,2,1,0,9,53,7,0,11,2,48,40,57,8,50,10,67,1896,https://www.fotmob.com/en-GB/matches/switzerland-vs-germany/1xkrlq#4043841,Germany,19,34,39,0.60,4,3,1,0,262,79,14,2,1,0,0,1,3,0.60,0.00,0.60,1.58,331,145,117,18,50,0,0,18,10,2,3,0,9,53,8,5,16,2,38,30,43,8,50,3,27
Spain,2024-06-24T19:00:00.000Z,Düsseldorf Arena,Glenn Nyberg,"46,586",EURO Grp. B Round 3,66,41,0.48,10,4,0,0,340,84,6,2,3,3,0,4,6,0.24,0.24,0.48,0.84,407,212,128,21,45,2,15,18,1,2,0,9,53,13,3,24,2,51,44,62,7,32,12,60,1897,https://www.fotmob.com/en-GB/matches/spain-vs-albania/2bgvtg#4043848,Albania,8,59,11,1.51,16,3,2,1,518,90,15,6,9,4,0,12,4,1.33,0.18,1.51,1.34,577,246,272,31,69,7,30,12,31,2,1,0,12,75,5,3,20,4,42,27,38,15,68,6,33
Albania,2024-06-24T19:00:00.000Z,Düsseldorf Arena,Glenn Nyberg,"46,586",EURO Grp. B Round 3,8,59,1.51,16,3,2,1,518,90,15,6,9,4,0,12,4,1.33,0.18,1.51,1.34,577,246,272,31,69,7,30,12,2,1,0,12,75,5,3,20,4,42,27,38,15,68,6,33,1897,https://www.fotmob.com/en-GB/matches/spain-vs-albania/2bgvtg#4043848,Spain,66,41,31,0.48,10,4,0,0,340,84,6,2,3,3,0,4,6,0.24,0.24,0.48,0.84,407,212,128,21,45,2,15,18,11,1,2,0,9,53,13,3,24,2,51,44,62,7,32,12,60
Italy,2024-06-24T19:00:00.000Z,Leipzig Stadium,Danny Desmond Makkelie,"38,322",EURO Grp. B Round 3,9,47,1.49,6,4,3,2,445,88,18,2,0,2,0,4,2,0.70,0.00,0.70,2.47,504,246,199,20,49,2,17,12,0,6,0,12,80,14,7,28,2,32,29,46,3,20,9,69,1898,https://www.fotmob.com/en-GB/matches/italy-vs-croatia/2sch8w#4043847,Croatia,10,53,21,0.90,12,3,3,2,490,86,6,11,2,7,0,10,2,0.33,0.57,0.90,1.47,569,261,229,32,62,6,25,20,26,2,2,0,4,31,1,1,13,3,46,34,54,12,80,5,50
Croatia,2024-06-24T19:00:00.000Z,Leipzig Stadium,Danny Desmond Makkelie,"38,322",EURO Grp. B Round 3,10,53,0.90,12,3,3,2,490,86,6,11,2,7,0,10,2,0.33,0.57,0.90,1.47,569,261,229,32,62,6,25,20,2,2,0,4,31,1,1,13,3,46,34,54,12,80,5,50,1898,https://www.fotmob.com/en-GB/matches/italy-vs-croatia/2sch8w#4043847,Italy,9,47,26,1.49,6,4,3,2,445,88,18,2,0,2,0,4,2,0.70,0.00,0.70,2.47,504,246,199,20,49,2,17,12,21,0,6,0,12,80,14,7,28,2,32,29,46,3,20,9,69
Poland,2024-06-25T16:00:00.000Z,BVB Stadion Dortmund,Marco Guida,"59,728",EURO Grp. D Round 3,2,58,2.32,19,8,5,4,481,88,12,11,3,8,0,12,7,1.30,0.23,1.54,3.40,548,180,301,21,58,6,30,14,1,1,0,15,88,6,2,12,2,55,45,54,10,77,14,58,1899,https://www.fotmob.com/en-GB/matches/france-vs-poland/1xm2si#4043860,France,26,42,57,1.16,10,3,2,1,343,85,15,3,5,2,0,5,5,0.24,0.14,0.38,1.28,405,238,105,14,45,2,20,12,8,0,3,0,10,53,10,8,31,7,41,38,46,3,23,7,54
France,2024-06-25T16:00:00.000Z,BVB Stadion Dortmund,Marco Guida,"59,728",EURO Grp. D Round 3,26,42,1.16,10,3,2,1,343,85,15,3,5,2,0,5,5,0.24,0.14,0.38,1.28,405,238,105,14,45,2,20,12,0,3,0,10,53,10,8,31,7,41,38,46,3,23,7,54,1899,https://www.fotmob.com/en-GB/matches/france-vs-poland/1xm2si#4043860,Poland,2,58,8,2.32,19,8,5,4,481,88,12,11,3,8,0,12,7,1.30,0.23,1.54,3.40,548,180,301,21,58,6,30,14,57,1,1,0,15,88,6,2,12,2,55,45,54,10,77,14,58
Austria,2024-06-25T16:00:00.000Z,Olympiastadion Berlin,Ivan Kružliak,"68,363",EURO Grp. D Round 3,7,52,1.73,11,2,4,3,358,84,10,5,6,3,1,9,2,1.50,0.23,1.73,1.33,428,204,154,17,52,5,22,26,1,0,0,13,72,4,3,5,3,58,42,52,16,62,9,36,1900,https://www.fotmob.com/en-GB/matches/netherlands-vs-austria/1unpzh#4043859,Netherlands,25,48,21,0.95,9,5,2,1,317,78,16,2,1,3,0,5,4,0.31,0.63,0.95,1.98,404,181,136,33,49,3,38,16,15,1,3,0,16,70,10,3,14,0,49,39,48,10,38,7,70
Netherlands,2024-06-25T16:00:00.000Z,Olympiastadion Berlin,Ivan Kružliak,"68,363",EURO Grp. D Round 3,25,48,0.95,9,5,2,1,317,78,16,2,1,3,0,5,4,0.31,0.63,0.95,1.98,404,181,136,33,49,3,38,16,1,3,0,16,70,10,3,14,0,49,39,48,10,38,7,70,1900,https://www.fotmob.com/en-GB/matches/netherlands-vs-austria/1unpzh#4043859,Austria,7,52,15,1.73,11,2,4,3,358,84,10,5,6,3,1,9,2,1.50,0.23,1.73,1.33,428,204,154,17,52,5,22,26,21,1,0,0,13,72,4,3,5,3,58,42,52,16,62,9,36
Serbia,2024-06-25T19:00:00.000Z,Fußball Arena München,François Letexier,"64,288",EURO Grp. C Round 3,21,53,0.67,10,3,1,1,474,84,11,8,5,2,0,6,4,0.58,0.09,0.67,0.44,562,261,213,25,45,3,14,15,0,2,0,5,50,10,1,20,1,43,17,40,26,55,3,30,1901,https://www.fotmob.com/en-GB/matches/serbia-vs-denmark/28huzc#4043854,Denmark,32,47,19,0.29,5,1,0,0,400,82,5,2,3,1,0,4,1,0.29,0.00,0.29,0.08,488,264,136,30,44,7,39,17,10,3,2,0,7,50,8,2,25,3,46,25,60,21,45,2,33
Denmark,2024-06-25T19:00:00.000Z,Fußball Arena München,François Letexier,"64,288",EURO Grp. C Round 3,32,47,0.29,5,1,0,0,400,82,5,2,3,1,0,4,1,0.29,0.00,0.29,0.08,488,264,136,30,44,7,39,17,3,2,0,7,50,8,2,25,3,46,25,60,21,45,2,33,1901,https://www.fotmob.com/en-GB/matches/serbia-vs-denmark/28huzc#4043854,Serbia,21,53,10,0.67,10,3,1,1,474,84,11,8,5,2,0,6,4,0.58,0.09,0.67,0.44,562,261,213,25,45,3,14,15,19,0,2,0,5,50,10,1,20,1,43,17,40,26,55,3,30
Slovenia,2024-06-25T19:00:00.000Z,Cologne Stadium,Clément Turpin,"41,536",EURO Grp. C Round 3,5,73,0.80,12,4,1,1,682,91,11,6,4,4,0,6,6,0.68,0.12,0.80,0.56,746,288,394,31,70,8,44,17,2,3,0,3,60,3,1,5,1,26,19,40,7,54,5,36,1902,https://www.fotmob.com/en-GB/matches/slovenia-vs-england/1op28w#4043853,England,57,27,28,0.15,4,1,0,0,203,74,9,0,2,1,0,1,3,0.15,0.00,0.15,0.09,275,100,103,13,30,1,25,12,6,0,2,0,10,67,4,4,24,3,35,29,60,6,46,4,67
England,2024-06-25T19:00:00.000Z,Cologne Stadium,Clément Turpin,"41,536",EURO Grp. C Round 3,57,27,0.15,4,1,0,0,203,74,9,0,2,1,0,1,3,0.15,0.00,0.15,0.09,275,100,103,13,30,1,25,12,0,2,0,10,67,4,4,24,3,35,29,60,6,46,4,67,1902,https://www.fotmob.com/en-GB/matches/slovenia-vs-england/1op28w#4043853,Slovenia,5,73,6,0.80,12,4,1,1,682,91,11,6,4,4,0,6,6,0.68,0.12,0.80,0.56,746,288,394,31,70,8,44,17,28,2,3,0,3,60,3,1,5,1,26,19,40,7,54,5,36
Georgia,2024-06-18T16:00:00.000Z,BVB Stadion Dortmund,Facundo Raúl Tello Figueroa,"59,127",EURO Grp. F Round 1,42,56,3.01,22,8,5,4,511,89,10,5,7,7,1,11,11,2.66,0.35,3.01,3.06,573,158,353,13,54,4,24,14,2,2,0,15,83,6,4,18,3,47,28,42,19,59,3,18,1903,https://www.fotmob.com/en-GB/matches/turkiye-vs-georgia/1trr9g#4043868,Turkiye,74,44,24,1.37,14,5,5,4,379,86,7,5,6,3,2,11,3,1.31,0.06,1.37,1.13,441,224,155,21,46,6,30,18,22,1,1,0,16,70,8,7,27,5,52,39,58,13,41,6,30
Turkiye,2024-06-18T16:00:00.000Z,BVB Stadion Dortmund,Facundo Raúl Tello Figueroa,"59,127",EURO Grp. F Round 1,74,44,1.37,14,5,5,4,379,86,7,5,6,3,2,11,3,1.31,0.06,1.37,1.13,441,224,155,21,46,6,30,18,1,1,0,16,70,8,7,27,5,52,39,58,13,41,6,30,1903,https://www.fotmob.com/en-GB/matches/turkiye-vs-georgia/1trr9g#4043868,Georgia,42,56,22,3.01,22,8,5,4,511,89,10,5,7,7,1,11,11,2.66,0.35,3.01,3.06,573,158,353,13,54,4,24,14,24,2,2,0,15,83,6,4,18,3,47,28,42,19,59,3,18
Czechia,2024-06-18T19:00:00.000Z,Leipzig Stadium,Marco Guida,"38,421",EURO Grp. F Round 1,6,73,1.85,19,8,4,3,618,88,6,13,4,7,0,10,9,1.79,0.06,1.85,2.28,704,228,390,28,61,4,14,17,3,2,0,8,80,4,2,7,0,50,26,51,24,62,10,50,1904,https://www.fotmob.com/en-GB/matches/portugal-vs-czechia/2clm39#4043867,Portugal,34,27,35,0.43,5,1,0,0,169,66,9,0,2,2,0,3,2,0.30,0.12,0.43,0.34,257,91,78,12,24,1,13,12,8,1,1,0,10,63,11,7,31,7,40,25,49,15,38,4,40
Portugal,2024-06-18T19:00:00.000Z,Leipzig Stadium,Marco Guida,"38,421",EURO Grp. F Round 1,34,27,0.43,5,1,0,0,169,66,9,0,2,2,0,3,2,0.30,0.12,0.43,0.34,257,91,78,12,24,1,13,12,1,1,0,10,63,11,7,31,7,40,25,49,15,38,4,40,1904,https://www.fotmob.com/en-GB/matches/portugal-vs-czechia/2clm39#4043867,Czechia,6,73,8,1.85,19,8,4,3,618,88,6,13,4,7,0,10,9,1.79,0.06,1.85,2.28,704,228,390,28,61,4,14,17,35,3,2,0,8,80,4,2,7,0,50,26,51,24,62,10,50
Albania,2024-06-19T13:00:00.000Z,Volksparkstadion,François Letexier,"46,784",EURO Grp. B Round 2,9,67,2.68,22,10,5,4,572,90,15,3,7,5,0,15,7,2.01,0.68,2.68,2.92,634,154,418,12,41,9,31,14,0,1,0,12,71,14,6,7,5,64,44,61,20,71,16,76,1905,https://www.fotmob.com/en-GB/matches/albania-vs-croatia/3d87bd#4043845,Croatia,66,33,36,1.46,15,7,4,2,247,79,11,1,2,6,0,9,6,1.43,0.03,1.46,2.43,311,147,100,29,48,4,33,8,19,4,3,0,7,64,9,6,26,8,36,28,39,8,29,3,33
Croatia,2024-06-19T13:00:00.000Z,Volksparkstadion,François Letexier,"46,784",EURO Grp. B Round 2,66,33,1.46,15,7,4,2,247,79,11,1,2,6,0,9,6,1.43,0.03,1.46,2.43,311,147,100,29,48,4,33,8,4,3,0,7,64,9,6,26,8,36,28,39,8,29,3,33,1905,https://www.fotmob.com/en-GB/matches/albania-vs-croatia/3d87bd#4043845,Albania,9,67,19,2.68,22,10,5,4,572,90,15,3,7,5,0,15,7,2.01,0.68,2.68,2.92,634,154,418,12,41,9,31,14,36,0,1,0,12,71,14,6,7,5,64,44,61,20,71,16,76
Hungary,2024-06-19T16:00:00.000Z,Stuttgart Arena,Danny Desmond Makkelie,"54,000",EURO Grp. A Round 2,16,70,1.40,19,7,3,1,668,93,12,11,5,7,0,11,8,1.22,0.17,1.40,3.01,718,218,450,22,73,4,15,12,0,2,0,11,65,6,4,20,3,42,31,52,11,48,4,40,1906,https://www.fotmob.com/en-GB/matches/hungary-vs-germany/2few02#4043840,Germany,27,30,36,1.18,11,4,4,4,248,81,10,7,4,3,0,7,4,0.64,0.54,1.18,1.16,308,177,71,16,39,1,7,12,16,1,2,0,6,46,5,6,31,5,41,29,48,12,52,4,25
Germany,2024-06-19T16:00:00.000Z,Stuttgart Arena,Danny Desmond Makkelie,"54,000",EURO Grp. A Round 2,27,30,1.18,11,4,4,4,248,81,10,7,4,3,0,7,4,0.64,0.54,1.18,1.16,308,177,71,16,39,1,7,12,1,2,0,6,46,5,6,31,5,41,29,48,12,52,4,25,1906,https://www.fotmob.com/en-GB/matches/hungary-vs-germany/2few02#4043840,Hungary,16,70,16,1.40,19,7,3,1,668,93,12,11,5,7,0,11,8,1.22,0.17,1.40,3.01,718,218,450,22,73,4,15,12,36,0,2,0,11,65,6,4,20,3,42,31,52,11,48,4,40
Switzerland,2024-06-19T19:00:00.000Z,Cologne Stadium,Ivan Kružliak,"42,711",EURO Grp. A Round 2,39,48,0.76,12,3,2,2,287,77,11,5,5,4,1,9,3,0.36,0.40,0.76,1.22,374,169,118,23,40,9,39,24,0,3,0,5,63,2,1,18,3,46,21,46,25,66,2,67,1907,https://www.fotmob.com/en-GB/matches/switzerland-vs-scotland/1wx88q#4043839,Scotland,19,52,25,1.13,11,4,2,2,344,82,11,8,6,1,0,9,2,0.94,0.19,1.13,0.83,420,198,146,29,52,2,13,22,17,5,2,0,5,56,8,3,24,2,38,25,54,13,34,5,56
Scotland,2024-06-19T19:00:00.000Z,Cologne Stadium,Ivan Kružliak,"42,711",EURO Grp. A Round 2,19,52,1.13,11,4,2,2,344,82,11,8,6,1,0,9,2,0.94,0.19,1.13,0.83,420,198,146,29,52,2,13,22,5,2,0,5,56,8,3,24,2,38,25,54,13,34,5,56,1907,https://www.fotmob.com/en-GB/matches/switzerland-vs-scotland/1wx88q#4043839,Switzerland,39,48,17,0.76,12,3,2,2,287,77,11,5,5,4,1,9,3,0.36,0.40,0.76,1.22,374,169,118,23,40,9,39,24,25,0,3,0,5,63,2,1,18,3,46,21,46,25,66,2,67
Serbia,2024-06-20T13:00:00.000Z,Fußball Arena München,István Kovács,"63,028",EURO Grp. C Round 2,57,39,1.37,11,4,2,1,269,78,13,4,4,3,1,6,5,1.35,0.03,1.37,1.22,346,129,140,24,44,4,25,17,0,2,0,13,68,6,8,36,3,54,34,47,20,51,7,37,1908,https://www.fotmob.com/en-GB/matches/slovenia-vs-serbia/1maem9#4043852,Slovenia,32,61,16,1.64,15,4,3,3,462,88,8,9,3,8,1,11,4,1.20,0.44,1.64,1.80,527,243,219,25,54,9,27,18,24,0,4,0,10,59,5,3,15,3,57,38,53,19,49,8,47
Slovenia,2024-06-20T13:00:00.000Z,Fußball Arena München,István Kovács,"63,028",EURO Grp. C Round 2,32,61,1.64,15,4,3,3,462,88,8,9,3,8,1,11,4,1.20,0.44,1.64,1.80,527,243,219,25,54,9,27,18,0,4,0,10,59,5,3,15,3,57,38,53,19,49,8,47,1908,https://www.fotmob.com/en-GB/matches/slovenia-vs-serbia/1maem9#4043852,Serbia,57,39,24,1.37,11,4,2,1,269,78,13,4,4,3,1,6,5,1.35,0.03,1.37,1.22,346,129,140,24,44,4,25,17,16,0,2,0,13,68,6,8,36,3,54,34,47,20,51,7,37
England,2024-06-20T16:00:00.000Z,Frankfurt Arena,Artur Manuel Ribeiro Soares Dias,"46,177",EURO Grp. C Round 2,21,51,0.82,16,7,1,1,476,87,13,4,4,5,0,6,10,0.38,0.43,0.82,0.79,548,237,239,17,52,5,31,11,4,3,0,12,67,11,1,11,3,45,26,43,19,59,4,50,1909,https://www.fotmob.com/en-GB/matches/denmark-vs-england/2bbjgw#4043851,Denmark,5,49,21,0.87,12,4,4,3,455,86,5,2,7,1,1,7,5,0.84,0.03,0.87,1.64,528,257,198,30,56,2,22,18,13,0,1,0,7,70,7,5,16,6,47,34,57,13,41,11,52
Denmark,2024-06-20T16:00:00.000Z,Frankfurt Arena,Artur Manuel Ribeiro Soares Dias,"46,177",EURO Grp. C Round 2,5,49,0.87,12,4,4,3,455,86,5,2,7,1,1,7,5,0.84,0.03,0.87,1.64,528,257,198,30,56,2,22,18,0,1,0,7,70,7,5,16,6,47,34,57,13,41,11,52,1909,https://www.fotmob.com/en-GB/matches/denmark-vs-england/2bbjgw#4043851,England,21,51,13,0.82,16,7,1,1,476,87,13,4,4,5,0,6,10,0.38,0.43,0.82,0.79,548,237,239,17,52,5,31,11,21,4,3,0,12,67,11,1,11,3,45,26,43,19,59,4,50
Italy,2024-06-20T19:00:00.000Z,Arena AufSchalke,Slavko Vinčić,"49,528",EURO Grp. B Round 2,8,57,2.02,20,9,6,6,537,91,17,5,8,3,2,11,9,1.81,0.21,2.02,2.10,590,226,311,22,52,5,29,9,0,3,0,8,50,9,0,11,1,53,44,47,9,45,14,44,1910,https://www.fotmob.com/en-GB/matches/spain-vs-italy/1ub88q#4043846,Spain,10,43,28,0.16,4,1,1,1,364,83,14,2,3,0,0,3,1,0.03,0.13,0.16,0.08,440,233,131,18,51,4,33,12,12,0,2,0,16,50,9,4,15,8,61,50,53,11,55,2,33
Spain,2024-06-20T19:00:00.000Z,Arena AufSchalke,Slavko Vinčić,"49,528",EURO Grp. B Round 2,10,43,0.16,4,1,1,1,364,83,14,2,3,0,0,3,1,0.03,0.13,0.16,0.08,440,233,131,18,51,4,33,12,0,2,0,16,50,9,4,15,8,61,50,53,11,55,2,33,1910,https://www.fotmob.com/en-GB/matches/spain-vs-italy/1ub88q#4043846,Italy,8,57,12,2.02,20,9,6,6,537,91,17,5,8,3,2,11,9,1.81,0.21,2.02,2.10,590,226,311,22,52,5,29,9,28,0,3,0,8,50,9,0,11,1,53,44,47,9,45,14,44
Ukraine,2024-06-21T13:00:00.000Z,Düsseldorf Arena,Michael Oliver,"43,910",EURO Grp. E Round 2,45,56,0.86,14,5,2,1,480,90,9,4,4,5,0,7,7,0.41,0.45,0.86,2.33,534,270,210,15,38,4,21,22,2,0,0,8,89,5,5,15,3,37,31,48,6,35,10,53,1911,https://www.fotmob.com/en-GB/matches/ukraine-vs-slovakia/1wx88p#4043863,Slovakia,24,44,17,1.51,13,5,3,1,368,88,12,4,3,5,1,9,4,1.08,0.43,1.51,1.76,419,243,125,23,49,3,18,14,24,5,1,0,11,58,8,5,19,4,44,33,52,11,65,5,63
Slovakia,2024-06-21T13:00:00.000Z,Düsseldorf Arena,Michael Oliver,"43,910",EURO Grp. E Round 2,24,44,1.51,13,5,3,1,368,88,12,4,3,5,1,9,4,1.08,0.43,1.51,1.76,419,243,125,23,49,3,18,14,5,1,0,11,58,8,5,19,4,44,33,52,11,65,5,63,1911,https://www.fotmob.com/en-GB/matches/ukraine-vs-slovakia/1wx88p#4043863,Ukraine,45,56,24,0.86,14,5,2,1,480,90,9,4,4,5,0,7,7,0.41,0.45,0.86,2.33,534,270,210,15,38,4,21,22,17,2,0,0,8,89,5,5,15,3,37,31,48,6,35,10,53
Austria,2024-06-21T16:00:00.000Z,Olympiastadion Berlin,Halil Umut Meler,"69,455",EURO Grp. D Round 2,26,47,1.68,15,3,2,1,311,80,15,4,5,7,0,8,7,0.77,0.90,1.68,1.27,390,197,114,11,35,6,33,26,0,4,0,5,71,6,4,21,6,42,30,50,12,48,9,69,1912,https://www.fotmob.com/en-GB/matches/austria-vs-poland/2c9ccc#4043857,Poland,25,53,13,2.13,15,9,3,1,373,84,15,3,2,4,0,10,5,1.20,0.14,1.34,2.88,443,167,206,14,31,4,22,18,24,2,2,0,5,45,16,7,19,2,43,30,50,13,52,5,63
